Name,Platform,DOIs,"Pub Dates",Citations,Code,Description,License,Categories
scPipe,R/C++,"10.1101/175927, 10.1371/journal.pcbi.1006361","NA, 2018-08-10",110,https://github.com/LuyiTian/scPipe,"a pipeline for single cell RNA-seq data analysis",GPL-2.0-or-later,"Alignment, Quality Control, Quantification, Simulation, UMIs, Visualisation"
CellID,R/C++,"10.1038/s41587-021-00896-6, 10.1101/2020.07.23.215525","2021-04-29, NA",109,https://github.com/RausellLab/CelliD,"Gene signature extraction and cell identity recognition at individual cell level",GPL-3.0,"Classification, Dimensionality Reduction, Gene Sets, Visualisation"
scFEA,Python,"10.1093/nar/gkad444, 10.1101/2020.09.23.310656, 10.1101/2022.06.18.496660, 10.1101/gr.271205.120","2023-05-22, NA, NA, 2021-07-22",109,https://github.com/changwn/scFEA,"scFEA (single cell Flux Estimation Analysis) infers single cell fluxome from single cell RNA-sequencing (scRNA-seq) data",MIT,"Gene Networks"
Cell-BLAST,Python,"10.1038/s41467-020-17281-7, 10.1101/587360","2020-07-10, NA",108,https://github.com/gao-lab/Cell_BLAST,"Cell BLAST is a cell querying tool for single-cell transcriptomics data.",MIT,"Classification, Visualisation"
scClustBench,R/C++,10.1093/bib/bby076,2018-08-22,108,https://github.com/taiyunkim/scClustBench,"Perform clustering on single-cell RNA-sequencing data with different similarity metrics on k-means and SIMLR clustering methods.",'-,"Clustering, Visualisation"
scJoint,Python/R,"10.1038/s41587-021-01161-6, 10.1101/2020.12.31.424916","2022-01-20, NA",108,https://github.com/SydneyBioX/scJoint,"scJoint is a transfer learning method to integrate atlas-scale, heterogeneous collections of scRNA-seq and scATAC-seq data",'-,"Integration, Visualisation"
GEARS,Python,"10.1038/s41587-023-01905-6, 10.1101/2022.07.12.499735","2023-08-17, NA",107,https://github.com/snap-stanford/GEARS,"GEARS, a method that can predict transcriptional response to both single and multi-gene perturbations using single-cell RNA-sequencing data from perturbational screens",MIT,"Perturbations, Visualisation"
scBio,R,10.1038/s41592-019-0355-5,2019-03-18,107,,"scBio: Single Cell Genomics for Enhancing Cell Composition Inference from Bulk Genomics Data",GPL-2.0,Integration
DeepSEM,Python,10.1038/s43588-021-00099-8,2021-07-22,105,https://github.com/HantaoShu/DeepSEM,"A deep-learning-based approach with novel neural network architecture that can infer gene regulatory network, embed scRNA-seq data, and simulate realistic scRNA-seq data by interpreting different modules",MIT,"Dimensionality Reduction, Gene Networks, Simulation"
SCCAF,Python,"10.1038/s41592-020-0825-9, arxiv/2004.09847","2020-05-18, NA",104,https://github.com/SCCAF/sccaf,"Single Cell Clustering Assessment Framework (SCCAF) is a novel method for automated identification of putative cell types from single cell RNA-seq (scRNA-seq) data",MIT,"Clustering, Visualisation"
clonealign,R,"10.1101/344309, 10.1186/s13059-019-1645-z","NA, 2019-03-12",103,https://github.com/kieranrcampbell/clonealign,"clonealign assigns single-cell RNA-seq expression to cancer clones by mapping RNA-seq to clone-specific copy number profiles",Apache-2.0,"Integration, Variants, Visualisation"
MPSSC,MATLAB,10.1093/bioinformatics/bty050,2018-02-08,103,https://github.com/ishspsy/project,"MPSSC is a novel spectral clustering framework that imposes sparse structures on a target matrix.",GPL-3.0,Clustering
VIPER,R/C++,10.1186/s13059-018-1575-1,2018-11-12,103,https://github.com/ChenMengjie/VIPER,"VIPER is based on nonnegative sparse regression models and is capable of progressively inferring a sparse set of local neighborhood cells that are most predictive of the expression levels of the cell of interest for imputation.",MIT,"Imputation, Visualisation"
nimfa,Python/R,10.1093/bioinformatics/btw607,2016-09-23,102,https://github.com/ccshao/nimfa,"Nimfa is a Python module that implements many algorithms for nonnegative matrix factorization",BSD-3-Clause,"Clustering, Dimensionality Reduction, Visualisation"
SAMstrt,R,10.1093/bioinformatics/btt511,2013-08-31,102,https://github.com/shka/R-SAMstrt,"Statistical test for differential expression in single-celltranscriptome with spike-in normalization",LGPL-3.0,"Differential Expression, Normalisation"
scDHA,R/C++,"10.1038/s41467-021-21312-2, 10.1101/799817","2021-02-15, NA",102,https://github.com/duct317/scDHA,"The scDHA software package can perform cell segregation through unsupervised learning, dimension reduction and visualization, cell classification, and time-trajectory inference on single-cell RNA sequencing data",GPL-3.0,"Classification, Clustering, Dimensionality Reduction, Gene Filtering, Ordering, Visualisation"
SymSim,R,"10.1038/s41467-019-10500-w, 10.1101/378646","2019-06-13, NA",102,https://github.com/YosefLab/SymSim,"SymSim (Synthetic model of multiple variability factors for Simulation) is an R package for simulation of single cell RNA-Seq data",Artistic-2.0,"Simulation, Visualisation"
scDeepSort,Python,"10.1093/nar/gkab775, 10.1101/2020.05.13.094953","2021-09-09, NA",101,https://github.com/ZJUFanLab/scDeepSort,"Cell-type Annotation for Single-cell Transcriptomics using Deep Learning with a Weighted Graph Neural Network",GPL-3.0,Classification
cell2cell,Python,"10.1038/s41467-022-31369-2, 10.1101/2020.11.22.392217, 10.1101/2021.09.20.461129, 10.1371/journal.pcbi.1010715","2022-06-27, NA, NA, 2022-11-17",100,https://github.com/earmingol/cell2cell,"Inferring cell-cell interactions from transcriptomes with cell2cell",BSD-3-Clause,"Gene Networks, Visualisation"
bayNorm,R/C++,"10.1093/bioinformatics/btz726, 10.1101/384586","2019-10-04, NA",98,https://github.com/WT215/bayNorm,"bayNorm provides an efficient, integrated solution for global scaling normalisation, imputation and true count recovery of gene expression measurements from scRNA-seq data",GPL-2.0-or-later,"Imputation, Normalisation, Simulation"
ccRemover,R,"10.1038/srep33892, arxiv/1605.04492","2016-09-27, NA",98,https://github.com/cran/ccRemover,"Implements a method for identifying and removing the cell-cycle effect from scRNA-Seq data.",GPL-3.0,"Cell Cycle"
PhenoPath,R,"10.1038/s41467-018-04696-6, 10.1101/159913","2018-06-22, NA",98,https://github.com/kieranrcampbell/phenopath,"PhenoPath learns genomic trajectories (pseudotimes) in the presence of heterogenous environmental and genetic backgrounds encoded as additional covariates and identifies interactions between the trajectories and covariates.",Apache-2.0,"Ordering, Simulation"
CoNGA,Python,"10.1038/s41587-021-00989-2, 10.1101/2020.06.04.134536","2021-08-23, NA",97,https://github.com/phbradley/conga,"conga was developed to detect correlation between T cell gene expression profile and TCR sequence in single-cell datasets",MIT,"Clustering, Immune, Visualisation"
scHPF,Python,"10.1101/2023.12.05.570193, 10.1101/367003, 10.15252/msb.20188557","NA, NA, 2019-02-22",97,https://github.com/simslab/scHPF,"scHPF is a tool for de novo discovery of both discrete and continuous expression patterns in single-cell RNA-sequencing (scRNA-seq) data.",BSD-2-Clause,"Dimensionality Reduction, Expression Patterns"
dyngen,R,"10.1038/s41467-021-24152-2, 10.1101/2020.02.06.936971","2021-06-24, NA",96,https://github.com/dynverse/dyngen,"A toolkit for generating synthetic single cell data",GPL-3.0,"Simulation, Visualisation"
NBID,R,10.1186/s13059-018-1438-9,2018-05-31,96,https://bitbucket.org/Wenan/nbid/src,"Negative binomial with independent dispersions (NBID) for UMI based scRNA-seq data",MIT,"Differential Expression"
clustifyr,R,"10.1101/855064, 10.12688/f1000research.22969.1, 10.12688/f1000research.22969.2","NA, 2020-04-01, 2020-07-16",95,https://github.com/rnabioco/clustifyr,"Classify cells from single-cell RNA sequencing data using external reference data (e.g., bulk RNA-seq, scRNA-seq, microarray, gene lists).",MIT,"Classification, Variable Genes, Visualisation"
Cobolt,Python,"10.1101/2021.04.03.438329, 10.1186/s13059-021-02556-z","NA, 2021-12",95,https://github.com/epurdom/cobolt,"Cobolt is a method developed for modeling multi-omic single-cell sequencing datasets",GPL-3.0,"Clustering, Dimensionality Reduction, Gene Filtering, Integration, Visualisation"
NEBULA,R/C++,"10.1038/s42003-021-02146-6, 10.1101/2020.09.24.311662","2021-05-26, NA",95,https://github.com/lhe17/nebula,"NEBULA provides fast algorithms for fitting negative binomial and Poisson mixed models for analyzing large-scale multi-subject single-cell data",GPL-2.0,"Differential Expression"
CONICS,R/Python,10.1093/bioinformatics/bty316,2018-04-20,94,https://github.com/diazlab/CONICS,"CONICS: COpy-Number analysis In single-Cell RNA-Sequencing",'-,"Integration, Variants, Visualisation"
iSEE,R,10.12688/f1000research.14966.1,2018-06-14,94,https://github.com/csoneson/iSEE,"The SummarizedExplorer package aims to provide an interactive user interface for exploring data in SummarizedExperiment objects. Particular focus will be given to single-cell data in the SingleCellExperiment derived class.",MIT,"Interactive, Visualisation"
pseudodynamics,MATLAB,"10.1038/s41587-019-0088-0, 10.1101/219188","2019-04-01, NA",94,https://github.com/theislab/pseudodynamics,"Pseudodynamics provides a dynamic (time resolved) description of a population as a density over a cell state coordinate.",GPL-3.0,Ordering
scMatch,Python,10.1093/bioinformatics/btz292,2019-04-26,94,https://github.com/forrest-lab/scMatch,"scMatch directly annotates single cells by identifying their closest match in large reference datasets",MIT,"Classification, Gene Sets"
Connectome,R,"10.1038/s41598-022-07959-x, 10.1101/2021.01.21.427529","2022-03-09, NA",93,https://github.com/msraredon/Connectome,"Connectome is an R toolkit to explore cell-cell connectivity patterns based on ligand and receptor data in heterogeneous single-cell datasets",GPL-3.0,"Dimensionality Reduction, Gene Networks, Visualisation"
BASIC,Python,10.1093/bioinformatics/btw631,2016-10-02,92,http://ttic.uchicago.edu/~aakhan/BASIC/,"BASIC is a semi-de novo assembly method to determine the full-length sequence of the BCR in single B cells from scRNA-seq data.",MIT,"Assembly, Immune"
PARC,Python,"10.1093/bioinformatics/btaa042, 10.1101/765628","2020-01-23, NA",92,https://github.com/ShobiStassen/PARC,"PARC, “phenotyping by accelerated refined community-partitioning” - is a fast, automated, combinatorial graph-based clustering approach that integrates hierarchical graph construction (HNSW) and data-driven graph-pruning with the new Leiden community-detection algorithm.",MIT,Clustering
SCRABBLE,R/C++/MATLAB,10.1186/s13059-019-1681-8,2019-05-06,92,https://github.com/tanlabcode/SCRABBLE,"Single Cell RNA-Seq imputAtion constrained By BuLk RNAsEq data (SCRABBLE)",GPL-3.0,"Imputation, Visualisation"
TOSICA,Python,10.1038/s41467-023-35923-4,2023-01-14,92,https://github.com/JackieHanLab/TOSICA,"Transformer for One-Stop Interpretable Cell-type Annotation",MIT,"Classification, Gene Sets"
D3E,Python,"10.1101/020735, 10.1186/s12859-016-0944-6","NA, 2016-02-29",91,https://github.com/hemberg-lab/D3E,"D3E is a tool for identifying differentially-expressed genes, based on single-cell RNA-seq data. D3E consists of two modules: one for identifying differentially expressed (DE) genes, and one for fitting the parameters of a Poisson-Beta distribution.",GPL-3.0,"Differential Expression"
knn_smooth,Python/R/MATLAB,10.1101/217737,NA,91,https://github.com/yanailab/knn-smoothing,"Smoothing is performed by first identifying the nearest neighbors of each cell in a step-wise fashion, based on variance-stabilized and partially smoothed expression profiles, and then aggregating their transcript counts.",'-,Imputation
scEpath,MATLAB,10.1093/bioinformatics/bty058,2018-02-05,91,https://github.com/sqjin/scEpath,"scEpath is a novel computational method for quantitatively measuring developmental potency and plasticity of single cells and transition probabilities between cell states, and inferring lineage relationships and pseudotemporal ordering from single-cell gene expression data.",'-,"Clustering, Dimensionality Reduction, Expression Patterns, Gene Networks, Normalisation, Ordering, Quality Control, Visualisation"
SCORPIUS,R,10.1101/079509,NA,91,https://github.com/rcannood/SCORPIUS,"SCORPIUS an unsupervised approach for inferring developmental chronologies from single-cell RNA sequencing data.",GPL-3.0,"Dimensionality Reduction, Expression Patterns, Gene Networks, Ordering, Visualisation"
VoxHunt,R,"10.1016/j.stem.2021.02.015, 10.1101/2020.01.06.896282","2021-06, NA",91,https://github.com/quadbiolab/voxhunt,"Resolving human brain organoid heterogeneity through single-cell genomic comparison to spatial brain maps",MIT,Visualisation
SCALE,R,"10.1101/109629, 10.1186/s13059-017-1200-8","NA, 2017-04-26",90,https://github.com/yuchaojiang/SCALE,"Allele-Specific Expression by Single-Cell RNA Sequencing",GPL-3.0,"Allele Specific"
VDJPuzzle,Python/Shell,"10.1093/bioinformatics/bty203, 10.1101/181156","2018-04-05, NA",90,https://bitbucket.org/kirbyvisp/vdjpuzzle2,"TCR and BCR reconstruction from scRNA-seq data",Custom,"Alignment, Assembly, Immune, Quantification, Visualisation"
BraCeR,Python/R,"10.1038/s41592-018-0082-3, 10.1101/185504","2018-07-31, NA",89,https://github.com/teichlab/bracer,"BraCeR - reconstruction of B cell receptor sequences from single-cell RNA-seq data.",Apache-2.0,"Alignment, Assembly, Immune, Quantification, Visualisation"
CaSTLe,R,10.1371/journal.pone.0205499,2018-10-10,89,https://github.com/yuvallb/CaSTLe,"Classification of Single cells by Transfer Learning",'-,Classification
CytoTalk,MATLAB/R/Python,"10.1101/2020.03.29.014464, 10.1126/sciadv.abf1356","NA, 2021-04-14",89,https://github.com/tanlabcode/CytoTalk,"A computational method for de novo constructing cell type-specific signal transduction networks using single-cell RNA-Seq data",'-,"Gene Networks"
KPNN,Python/R/Shell,"10.1101/794503, 10.1186/s13059-020-02100-5","NA, 2020-08-03",88,https://github.com/epigen/KPNN,"Knowledge-primed neural networks enable biologically interpretable deep learning on single-cell sequencing data",GPL-3.0,"Classification, Gene Networks"
transformGamPoi,R,"10.1038/s41592-023-01814-1, 10.1101/2021.06.24.449781","2023-04-10, NA",88,https://github.com/const-ae/transformGamPoi,"transformGamPoi provides methods to stabilize the variance of single cell count data",GPL-3.0,"Normalisation, Transformation"
GRM,R,10.1093/bioinformatics/btv122,2015-02-24,87,http://wanglab.ucsd.edu/star/GRM,"Normalization and noise reduction for singlecell RNA-seq experiments",'-,Normalisation
pipeComp,R,"10.1101/2020.02.02.930578, 10.1186/s13059-020-02136-7","NA, 2020-09-01",87,https://github.com/plger/pipeComp,"pipeComp is a simple framework to facilitate the comparison of pipelines involving various steps and parameters",GPL-3.0,Visualisation
scMLnet,R/Python,10.1093/bib/bbaa327,2020-12-21,87,https://github.com/SunXQlab/scMLnet,"scMLnet is an R package developed to construct inter-/intracellular multilayer singaling network based on single-cell RNA-seq expression data",GPL-2.0,"Gene Networks, Visualisation"
SINGE,MATLAB,"10.1016/j.celrep.2022.110333, 10.1101/534834","2022-02, NA",87,https://github.com/gitter-lab/SINGE,"SINGE (Single-cell Inference of Networks using Granger Ensembles) reconstructs gene regulatory networks from pseudotime-annotated scRNA-seq data",MIT,"Gene Networks"
